author,Start,End,Price,lower bound,upper bound,route,Currency,Price EUR 2014,Service,Year,Source,Comment
Red Cross,MALI,Spain,50000,,,West African,MRO,162,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,50000,,,West African,MRO,162,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,40000,,,West African,MRO,129,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,40000,,,West African,MRO,129,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,40000,,,West African,MRO,129,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,40000,,,West African,MRO,129,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,100,,,West African,EUR,115,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2028
Red Cross,MALI,Spain,30000,,,West African,MRO,97,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,30000,,,West African,MRO,97,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,30000,,,West African,MRO,97,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,50000,,,West African,XAF,87,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,25000,,,West African,MRO,81,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,20000,,,West African,MRO,65,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,20000,,,West African,MRO,65,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,20000,,,West African,MRO,65,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,15000,,,West African,MRO,48,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,285,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500,,,West African,XAF,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500,,,West African,XAF,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500,,,West African,XAF,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500,,,West African,XAF,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,200,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,200,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,200,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,200,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300,,,West African,XAF,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,150,,,West African,MRO,0,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,250,,,West African,XAF,0,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,250,,,West African,XAF,0,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,225,,,West African,XAF,0,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,150,,,West African,XAF,0,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,paye famille,,,West African,EUR,,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2030
Red Cross,MALI,Spain,forcing,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,Payé frére,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,Payé frére,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,forcing,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,Payé frére,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,Payé par frére,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,Payé par frére,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,Payé par frére,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,Payé par frére,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,Payé par frére,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Adam (GITOC),Mali,Greece,,"2,000","2,500",East Med Sea+,EUR,,"Plane/overland, then plane, then boat",2010,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Plane to Algeria (or by truck/foot), then plane to Izmir, then boat to Greek islands. Note, though, that as of June 2015, there are no scheduled direct Algiers-Izmir flights."
Adam (GITOC),Mali,Greece,,"1,500","2,000",East Med Sea+,EUR,,"Plane, then plane, then boat",2010,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Plane to Libya, plane to Izmir, boat to Greek islands"
alb,Mauritania,Canary Islands,"1,750","1,500","2,000",,EUR,2020,small wooden boats (cayucos) or inflatable rubber boats,2007,http://www.unodc.org/documents/data-and-analysis/tocta/TOCTA_Report_2010_low_res.pdf,
Red Cross,MAURITANIA,Spain,850000,,,West African,XAF,1472,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,400000,,,West African,MRO,1293,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,360000,,,West African,MRO,1163,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2023
Red Cross,MAURITANIA,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2024
Red Cross,MAURITANIA,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2036
Red Cross,MAURITANIA,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2038
Red Cross,MAURITANIA,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,340000,,,West African,MRO,1099,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,330000,,,West African,MRO,1067,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,330000,,,West African,MRO,1067,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,315000,,,West African,MRO,1018,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,315000,,,West African,MRO,1018,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,315000,,,West African,MRO,1018,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,800,,,West African,EUR,923,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2037
Red Cross,MAURITANIA,Spain,800,,,West African,EUR,923,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2039
Red Cross,MAURITANIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,600,,,West African,EUR,693,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2022
Red Cross,MAURITANIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,180000,,,West African,MRO,582,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,150000,,,West African,MRO,485,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,150000,,,West African,MRO,485,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,150000,,,West African,MRO,485,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,150000,,,West African,MRO,485,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,400,,,West African,EUR,462,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2045
Red Cross,MAURITANIA,Spain,100000,,,West African,MRO,323,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,100000,,,West African,MRO,323,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,90000,,,West African,MRO,291,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,70000,,,West African,MRO,226,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,70000,,,West African,MRO,226,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,30000,,,West African,MRO,97,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,225,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,200,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,second capit,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,forcing,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MAURITANIA,Spain,forcing,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Adam (GITOC),Mauritania,Greece,,"2,000","2,500",East Med Sea+,EUR,,"Plane/overland, then plane, then boat",2010,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Plane to Algeria (or by truck/foot), then plane to Izmir, then boat to Greek islands. Note, though, that as of June 2015, there are no scheduled direct Algiers-Izmir flights."
Lise,"Mercin, Turkey",Italy,"6,000",,,Central Med,EUR,6000,Trip by boat,2014,https://www.facebook.com/europe.travel.from.turkey/timeline,Human smugglers ad on facebook 12/31/14
Lise,"Mercin,Turkey",Italy,"5,000",,,Central Med,EUR,5000,Trip by boat,2014,https://www.facebook.com/europe.travel.from.turkey/timeline,Human smugglers ad on facebook 12/31/14
Adam (GITOC),"Mersin, Turkey",Italy,"5,000","4,000","6,000",East Med Sea,USD,5000,"""Cargo ship""",2015,"New York Times, 6 February 2015, http://www.nytimes.com/2015/02/06/world/europe/promise-of-europe-lures-syrian-refugees-and-smugglers-to-turkish-coast.html",Advertised on Facebook
Adam (GITOC),Middle East,Northern Europe,"1,800",,,,EUR,1800,Overland travel,2015,"Katarina Subasic, 25 April 2015, http://www.smh.com.au/world/european-migrant-crisis-at-least-14-migrants-killed-in-macedonia-train-horror-20150424-1msxxy.html","Price for land route via western Balkans, according to Frontex"
Adam (GITOC),Milan,Stockholm,800,,,,EUR,800,Plane,2014,"The Guardian, 20 October 2014, http://www.theguardian.com/world/2014/oct/20/-sp-migrants-tales-asylum-sea-mediterranean",Price for a fake passport and a plane ticket to Stockholm via Brussels for a Gambian teenager
Adam (GITOC),Milan,Munich,"4,000",,,,EUR,4000,Minibus,2014,"Der Spiegel, 28 November 2014, http://www.spiegel.de/international/europe/human-traffickers-making-millions-off-poor-refugees-heading-to-eu-a-1004918-2.html",Price per person for a place in an 8-person minibus driven by Italian citizens
Adam (GITOC),Milan,Hamburg,"1,000",,,,EUR,1000,Vehicle,2015,"Q Code Magazine, 10 March 2015, http://www.qcodemag.it/2015/03/10/corridoio-nord-la-nuova-rotta-dei-migranti/",Price per person for a place on a vehicle from Milan to Hamburg
Adam (GITOC),Misrata,Italy,"1,300",,,Central Med,USD,980,Car and boat,2013,"Amnesty International, 2014, http://www.amnesty.ch/de/themen/asyl-migration/europa/dok/2014/verantwortung-fuer-fluechtlinge-in-seenot/bericht-lives-adrift-refugees-and-migrants-in-peril-in-the-central-mediterranean-.-september-2014.-88-seiten","Price per person for two Syrians going from Misrata to Italy (car to Zuwara, then boat)"
Adam (GITOC),Misrata,Italy,600,,,Central Med,USD,600,Zodiac,2015,"Le Monde, 18 April 2015, http://www.lemonde.fr/international/article/2015/04/18/la-libye-bombe-migratoire-au-sud-de-l-europe_4618544_3210.html",Prices for Somalians
Adam (GITOC),Misrata,Lampedusa,"1,500",,,Central Med,USD,1887,Boat,2003,"Le Courrier, 25 October 2013, http://www.courrierinternational.com/article/2013/10/25/moi-trafiquant-d-hommes",Price for Liberians
Adam (GITOC),Misrata,Lampedusa,"1,600",,,Central Med,USD,1609,Fishing trawler,2013,"Le Courrier, 25 October 2013, http://www.courrierinternational.com/article/2013/10/25/moi-trafiquant-d-hommes","Price per person for a variety of nationalities including Tunisians, Ethiopians, Sudanese, and Eritreans"
Adam (GITOC),Misrata,Lampedusa,500,,,Central Med,USD,503,Fishing trawler,2013,"Le Courrier, 25 October 2013, http://www.courrierinternational.com/article/2013/10/25/moi-trafiquant-d-hommes",Price for the migrants piloting the boat
alice,Moldova,Europe,"2,000",,,East Borders,EUR,2095,diverse,2011,"Profil, December 12th 2011",
alice,Moldova,Europe,150,100,200,,EUR,157,diverse,2011,"Profil, December 12th 2011",
Adam (GITOC),Morocco,"Almeria, Spain",750,500,"1,000",West Med,EUR,786,Motorboat,2011,"INHESJ, February 2013, http://www.inhesj.fr/sites/default/files/trafic_illicite_de_migrants_v2.pdf",
alb,Morocco,Canary Islands,880,,,West African,USD,832,,2006,http://www.unhcr.org/49e479ca0.pdf,
alb,Morocco,Canary Islands,"1,750","1,500","2,000",,EUR,2020,small wooden boats (pateras)  or inflatable rubber boats,2007,http://www.unodc.org/documents/data-and-analysis/tocta/TOCTA_Report_2010_low_res.pdf,
nkb,Morocco,Canary Islands,400,,,West African,EUR,493,,2004,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
nkb,Morocco,France,"5,500",,,,EUR,5940,plane,2010,Minutes of trial Bobigny 13/12/2013 page 13,
alb,Morocco,Italy,"4,000",,,,EUR,4454,Combined trip (bus/plane/boat),2008,http://www.unodc.org/documents/human-trafficking/Migrant_smuggling_in_North_Africa_June_2010_ebook_E_09-87293.pdf," Source: Paola Monzini. Senior Consultant presso International Centre for Migration Policy Development (ICMPD). Combined trip from Morocco that includes transport by car to Casablanca airport, the flight to Tripoli and transport by car to the departure point in the Libyan Arab Jamahiriya"
nkb,Morocco,Mellila,"3,000",,,West Med,EUR,3016,hidden in a pickup truck,2013,http://www.thelandbetweenfilm.com/,
alb,Morocco,Spain,"1,200",,,West Med,USD,1329,,2003,http://www.unhcr.org/49e479ca0.pdf,Prices for Anglophone sub-Saharan Africans
alb,Morocco,Spain,800,,,West Med,USD,886,,2003,http://www.unhcr.org/49e479ca0.pdf,Prices for Francophone
alb,Morocco,Spain,350,200,500,,USD,388,,2003,http://www.unhcr.org/49e479ca0.pdf,Prices for Moroccans
alice,Morocco,Spain,700,,,West Med,EUR,700,rubber boat,2015,WOZ Nr. 17 23. April 2015,Costs per person
alice,Morocco,Spain,"41,000,000",,,,CHF,35114652,diverse,2000,"Basler Zeitung, July 8th 2000",estimated total earnings for human trafficking
daniele,Morocco,Spain,200,,,West Med,EUR,201,boat,2013,http://www.elcorreo.com/vizcaya/rc/20130712/sociedad/inmigrantes-entrar-espana-201307121402.html,
nkb,Morocco,Spain,"1,250","1,000","1,500",,EUR,1542,,2004,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
sgr,Morocco,Spain,"3,750",,,West Med,CHF,3212,"Boat, truck",2000,"Basler Zeitung, July 8th 2000",Costs per person
sgr,Morocco,Spain,"5,000","4,000","6,000",West Med,EUR,5000,Ferry,2014,"Neue Luzerner Zeitung, July 28th 2014",Costs per person
sgr,Morocco,Spain,"1,500","1,500",,West Med,EUR,1500,Boat,2014,"Neue Luzerner Zeitung, July 28th 2014",Costs per person
sgr,Morocco,Spain (Melilla),45,,,West Med,EUR,45,Swim,2014,"Neue Luzerner Zeitung, July 28th 2014",Costs per person
sgr,Morocco,Spain (Melilla),250,200,300,West Med,EUR,250,Boat,2014,"Neue Luzerner Zeitung, July 28th 2014",Costs per person
sgr,Morocco,Spain (Melilla),,,"3,000",,EUR,,Car or van,2014,"Neue Luzerner Zeitung, July 28th 2014",Costs per person
Adam (GITOC),Morocco,Italy,"2,000",,,Central Med+,EUR,2362,"Overland, then boat",2006,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Price for Moroccan immigrants: overland to Libya, then boat"
Adam (GITOC),Morocco,Spain,650,500,800,West Med,EUR,785,Boat,2005,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe",Price for Moroccan immigrants
Adam (GITOC),Morocco,Spain,"1,000",800,"1,200",West Med,EUR,1207,Boat,2005,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe",Price for Sub-Saharan Africans
Adam (GITOC),Morocco,Greece,"1,000",,,East Med Sea+,EUR,1080,"Overland/boat, then plane, then overland",2010,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","To Egypt, then plane to Istanbul, then overland across Evros to Greece"
nkb,"Mostaganem, Algeria","Cartagena, Spain","1,000",,,West Med,EUR,1000,,2014,http://murciatoday.com/during-2014-232-illegal-immigrants-reached-murcian-waters_24549-a.html,
nkb,"Mostaganem, Algeria","Cartagena, Spain",600,,,West Med,EUR,600,,2014,http://murciatoday.com/ten-arrested-for-human-trafficking-in-murcia-and-almer%C3%ADa_24530-a.html#.VNOQoS7KqkI,
nkb,Mosul,Paris,"16,000",,,,USD,14080,"via Istanbul, Sao Paulo, Belem & Cayenne",2015,direct contact to CIMADE in Cayenne,
Adam (GITOC),N'Djamena,Sabha,500,200,800,,USD,377,Vehicle,2013,"Altai Consulting, November 2013, http://www.refworld.org/pdfid/52b43f594.pdf","N'Djamena to Moussoro, Moussoro to Faya, Faya over the mountains to Zouar/Bardaï, then to Qatroun and Sabha"
petros,N/A,Europe,"4,470","4,020","4,920",,EUR,4828,,2010,http://www.skai.gr/news/greece/article/139171/%CE%95%CE%BE%CE%AC%CF%81%CE%B8%CF%81%CF%89%CF%83%CE%B7%CE%BA%CF%85%CE%BA%CE%BB%CF%8E%CE%BC%CE%B1%CF%84%CE%BF%CF%82%CE%B4%CE%B9%CE%B1%CE%BA%CE%AF%CE%BD%CE%B7%CF%83%CE%B7%CF%82%CE%BB%CE%B1%CE%B8%CF%81%CE%BF%CE%BC%CE%B5%CF%84%CE%B1%CE%BD%CE%B1%CF%83%CF%84%CF%8E%CE%BD130310/,
petros,N/A,Greece,"2,905","2,680","3,130",,EUR,3138,Car,2010,http://www.skai.gr/news/greece/article/139225/%CE%A3%CF%8D%CE%BB%CE%BB%CE%B7%CF%88%CE%B7%CF%84%CE%B5%CF%84%CF%81%CE%B1%CE%BC%CE%B5%CE%BB%CE%BF%CF%8D%CF%82%CE%BF%CE%BC%CE%AC%CE%B4%CE%B1%CF%82%CF%80%CE%BF%CF%85%CE%B4%CE%B9%CE%B1%CE%BA%CE%B9%CE%BD%CE%BF%CF%8D%CF%83%CE%B5%CF%80%CE%B1%CF%81%CE%AC%CE%BD%CE%BF%CE%BC%CE%B1%CE%BB%CE%B1%CE%B8%CF%81%CE%BF%CE%BC%CE%B5%CF%84%CE%B1%CE%BD%CE%AC%CF%83%CF%84%CE%B5%CF%82/,
petros,N/A,Greece,"6,000",,,,EUR,6480,,2010,http://www.enet.gr/?i=news.el.article&id=171405,
alice,Netherlands,Switzerland,"1,500",,,,USD,1449,Car or van,2005,"Beobachter, December 23rd 2005",
nkb,Niamey,Agadez,"43,000",,,,XOF,65,Bribes,2014,http://www.reuters.com/article/2014/05/15/us-europe-immigration-niger-specialrepor-idUSBREA4E08W20140516,
nkb,Niamey,Agadez,"17,000",,,,XOF,26,Bus ticket,2014,http://www.reuters.com/article/2014/05/15/us-europe-immigration-niger-specialrepor-idUSBREA4E08W20140515,
Adam (GITOC),Niamey,Agadez,"17,000",,,,XAF,17000,Bus,2014,"Reuters, 15 May 2014, http://www.reuters.com/article/2014/05/15/us-europe-immigration-niger-specialrepor-idUSBREA4E08W20140515",
Adam (GITOC),Niger,Tripoli,400,,,,USD,300,,2014,"The Guardian, 20 October 2014, http://www.theguardian.com/world/2014/oct/20/-sp-migrants-tales-asylum-sea-mediterranean",Price for overland portion of journey
Adam (GITOC),Niger,Algeria,"1,100",,,,EUR,1100,Overland,2015,"Avvenire, 30 January 2015, http://www.avvenire.it/Cronaca/Pagine/Algeria-il-crocevia-dei-migranti-.aspx","Price for Nigerians coming from Zinder, Arlit, and Agadez to Algeria"
nkb,Nigeria,London,"25,000","10,000","40,000",,USD,18750,"lower bound, all included, by air",2014,http://www.globalinitiative.net/download/global-initiative/Global%20Initiative%20-%20Migration%20from%20Africa%20to%20Europe%20-%20May%202014.pdf,
alice,Nigeria,Netherlands,"30,000",,,,USD,40792,ransom for pimp,2002,"Basler Zeitung, September 28, 2002",
alice,Nigeria,Netherlands,"17,000",,,,USD,23115,ransom for pimp,2002,"Basler Zeitung, September 28, 2002",
Red Cross,NIGERIA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,NIGERIA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Adam (GITOC),North Africa,Greece,"1,000",,,East Med Sea+,EUR,1048,"Plane, overland, and boat",2011,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Plane from North African cities to Cairo, then plane to Izmir or Istanbul, then overland to the Turkish coast near Izmir (either by private vehicle or by bus), then ""small motorboat"" to Greece. As of June 2015, though, there are no scheduled direct Cairo-Izmir flights."
alb,Northern Iraq,Saint-Raphaël,"4,200",,,,USD,6160,"910 persons on board ship ""East Sea"". Departure city unknown.",2001,http://news.bbc.co.uk/2/hi/europe/1178277.stm,
alb,Nouadhibou,Canary Islands,"1,260",,,West African,USD,1191,,2006,http://www.unhcr.org/49e479ca0.pdf,
Adam (GITOC),Nouadhibou,Canary Islands,950,400,"1,500",West African,EUR,1122,Boat,2006,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe",Low end is for open wooden boat; high end is for steel-hulled boat. Prices for Sub-Saharan Africans
alb,Obock,Yemen,160,150,170,,USD,121,,2013,http://www.regionalmms.org/fileadmin/content/monthly%20summaries/RMMS_Monthly_Summary_January_2013_final.pdf,
alice,Pakistan,Libya,"2,500",,,,USD,1885,,2013,"Süddeutsche Zeitung, April 25th 2015",Costs per person
Adam (GITOC),Pakistan,Greece,"3,500",,,East Med Sea+,EUR,4225,"Overland, sometimes followed by boat",2005,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Overland to Turkish border by van (via Zahedan, Tehran, and Salmas or Orumijeh), by car/bus to Istanbul via Van, then either overland across the Evros or overland to Izmir and boat to Greek Islands"
Adam (GITOC),Pakistan,Greece,,"5,500","8,500",East Med Sea+,EUR,,"Overland, sometimes followed by boat",2010,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Overland to Chabahar or Gwadar by van, then either van/truck to Shiraz via Bandar Abbas or van/truck through small villages, van/truck to Tehran, car to Salmas, car/bus to Istanbul via Van, then either overland across the Evros or overland to Izmir and boat to Greek Islands"
